id,area,subarea,priority,status,category,scope,file_types,fixtures,current_spec,description,primary_assertions,fixture_gap,notes,last_reviewed
B001,Load Bubble,Distance edgelist upload then switch to Bubble,P0,Covered,file-type,Smoke,distance edgelist,COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/upload-launch-bubble.cy.ts,"Load a distance edgelist, launch the network, switch to Bubble, and confirm the Bubble render preserves the visible-node set.",Bubble view opens; rendered Bubble node count matches visible node count; cluster axis count matches visible cluster count.,,This is the SNP distance-edgelist Bubble smoke baseline.,2026-04-03
B002,Load Bubble,Distance matrix upload then switch to Bubble,P0,Covered,file-type,Smoke,matrix,AngularTesting_DistanceMatrix_TN93_BS.xlsx,cypress/e2e/journeys/flows/upload-launch-bubble.cy.ts,"Load a distance matrix, launch the network, switch to Bubble, and confirm the Bubble render preserves the visible-node set.",Bubble view opens; rendered Bubble node count matches visible node count; cluster axis count matches visible cluster count.,,This is the maintained matrix Bubble smoke baseline.,2026-04-03
B003,Load Bubble,FASTA upload then switch to Bubble,P0,Covered,file-type,Smoke,fasta,SARSCoV2_Simulated_Sequences_snp.fas,cypress/e2e/journeys/flows/upload-launch-bubble.cy.ts,"Load FASTA, let the app derive links, switch to Bubble, and confirm the Bubble render preserves the visible-node set.",Bubble view opens; rendered Bubble node count matches visible node count; cluster axis count matches visible cluster count.,,This is the maintained FASTA Bubble smoke baseline.,2026-04-03
B004,Load Bubble,Uploaded node list plus link list then switch to Bubble,P0,Covered,file-type,Smoke,node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/upload-launch-bubble.cy.ts,"Load separate node and link files, launch the network, switch to Bubble, and confirm the Bubble render preserves the visible-node set.",Bubble view opens; rendered Bubble node count matches visible node count; cluster axis count matches visible cluster count.,,This is the maintained node+link Bubble smoke baseline and the main uploaded Bubble controls fixture.,2026-04-03
B005,Load Bubble,Sequence node-list upload then switch to Bubble,P1,Covered,file-type,Smoke,node with sequences,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/upload-launch-bubble.cy.ts,"Load a node list with sequences, launch the derived network, switch to Bubble, and confirm the Bubble render preserves the visible-node set.",Bubble view opens; rendered Bubble node count matches visible node count; cluster axis count matches visible cluster count.,,This keeps a sequence-node-list Bubble path under maintained coverage.,2026-04-03
B006,Load Bubble,Newick upload then switch to Bubble,P1,Covered,file-type,Smoke,newick,AngularTesting_seqs_TN93_BS.nwk,cypress/e2e/journeys/flows/upload-launch-bubble.cy.ts,"Load the AngularTesting Newick fixture, launch the parsed network, switch to Bubble, and confirm the Bubble render preserves the visible-node set.",Bubble view opens; rendered Bubble node count matches visible node count; cluster axis count matches visible cluster count.,,This closes the uploaded Newick Bubble smoke gap.,2026-04-03
B007,Load Bubble,Mixed-origin upload then switch to Bubble,P1,Covered,file-type,Smoke,sequence + epi link,AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/upload-launch-bubble.cy.ts,"Load a mixed-origin sequence-plus-epi network, switch to Bubble, and confirm the Bubble render preserves the visible-node set.",Bubble view opens; rendered Bubble node count matches visible node count; cluster axis count matches visible cluster count.,,This keeps a mixed-origin Bubble path in the maintained smoke suite.,2026-04-03
B008,Load Bubble,Large uploaded Bubble smoke,P2,Covered,file-type,Smoke,large node + epi link,LargeDataSet_Test_sequences_node.csv; Large_Dataset_forTesting_epiLinks.csv,cypress/e2e/journeys/flows/upload-launch-bubble.cy.ts,"Load a larger uploaded network, switch to Bubble, and confirm the Bubble render preserves the visible-node set without hanging.",Bubble view opens; rendered Bubble node count matches visible node count; cluster axis count matches visible cluster count.,,This is the Bubble stability smoke for the larger uploaded fixture.,2026-04-03
B009,Bubble Settings,Axis reassignment on uploaded data,P1,Covered,file-type,Behavior,uploaded node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-controls-uploaded.cy.ts,Change the Bubble X and Y variables on uploaded data and verify axis categories and widget state update coherently.,bubble-x and bubble-y widgets update to the selected uploaded fields; X and Y axis category counts reflect the uploaded categorical values; rendered Bubble nodes remain present.,,Covered with State and NodeClass on the uploaded style fixture.,2026-04-03
B010,Bubble Settings,Node size and axis-label size on uploaded data,P1,Covered,file-type,Behavior,uploaded node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-controls-uploaded.cy.ts,Adjust the Bubble node-size and axis-label-size controls on uploaded data.,bubble-size widget updates; rendered Bubble node sizes change; X/Y axis font sizes update with the configured label size.,,This migrates the highest-value sizing mechanics off sample-data-only coverage.,2026-04-03
B011,Styling,Uploaded node color mapping reflected on Bubble,P1,Covered,file-type,Behavior,uploaded node + link with categorical node field,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-controls-uploaded.cy.ts,Set Color Nodes By from Global Settings while Bubble is active and verify uploaded categories render distinct Bubble node colors.,node-color-variable updates to Profession; different uploaded professions render different Bubble fill colors; color changes survive after reopening Bubble settings.,,This is the maintained uploaded Bubble color-by baseline.,2026-04-03
B012,Bubble Settings,Collapsed aggregates and tooltip table on uploaded data,P1,Covered,file-type,Behavior,uploaded node + link with repeated category cells,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-controls-uploaded.cy.ts,Enable Bubble collapse on uploaded data after picking categorical axes and verify aggregate counts plus tooltip contents stay coherent.,Collapsed Bubble totalCount values sum back to the visible-node count; mixed-category aggregate nodes render pie backgrounds; tooltip tables show per-category counts plus Total.,,Covered on the Texas VOC aggregate where Bubble shows Healthcare and Education counts inside the collapsed tooltip.,2026-04-03
B013,Interaction,Selection sync from Bubble into shared session and 2D,P1,Covered,lib-related,Behavior,uploaded node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-selection-uploaded.cy.ts,Select an uploaded Bubble node and verify the backing session model and 2D Cytoscape selection update.,Selected Bubble node gets the selected border; matching session node.selected becomes true; the 2D Cytoscape node becomes selected as well.,,This covers the Bubble-to-session-to-2D selection path on uploaded data.,2026-04-03
B014,Export And Persistence,Bubble export to SVG,P2,Covered,file-type,Behavior,uploaded node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-export-uploaded.cy.ts,Export the uploaded Bubble view as an SVG file.,The export dialog opens; a non-empty SVG file is written into cypress/downloads/; the file contains SVG markup.,,This is the maintained Bubble export baseline.,2026-04-03
B015,Timeline,Timeline play/pause and manual slider mechanics,P2,Covered,feature-behavior,Behavior,uploaded node + link with timeline dates,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/bubble-timeline-controls-uploaded.cy.ts,Exercise timeline playback and manual slider changes while Bubble is active.,Bubble visible-node counts stay aligned with timeline-visible nodes on uploaded data; play/pause advances the timeline label; slider jumps to deterministic checkpoints and resets back to the start checkpoint.,,The maintained uploaded Bubble timeline controls suite now covers playback plus deterministic slider jumps.,2026-04-04
B016,Load Bubble,Direct file launch to Bubble from File Settings,P2,Covered,file-type,Smoke,uploaded node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-direct-launch-uploaded.cy.ts,Set File Settings default view to Bubble before launch and confirm the uploaded dataset reaches an interactive Bubble without a manual view switch.,The Files settings default-view control exposes Bubble; the uploaded dataset launches directly into an interactive Bubble view; Bubble rendered node and axis counts stay aligned with backing session state.,,The maintained direct-launch Bubble journey now covers the File Settings launch path on the main uploaded node+link fixture.,2026-04-04
B017,Bubble Settings,Node spacing on uploaded data,P2,Covered,file-type,Behavior,uploaded node + link with repeated category cells,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-controls-uploaded.cy.ts,"Adjust Bubble node spacing on uploaded data with collapse off, then confirm the same category cell spreads apart without changing membership.",bubble-charge updates in session widgets; representative nodes within a shared axis cell move farther apart or closer together; enabling collapse disables the spacing control and stops spacing from affecting layout.,,Now covered on uploaded State x NodeClass Bubble cells using two deterministic Texas VOC nodes.,2026-04-03
B018,Bubble Settings,Collapsed node-size scaling,P2,Covered,feature-behavior,Behavior,uploaded node + link with repeated category cells,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-controls-uploaded.cy.ts,Change Bubble node size while collapse is on and verify aggregate node sizes scale by totalCount.,bubble-size updates; each collapsed Bubble node uses configured size * sqrt(totalCount); aggregate membership stays intact while sizes change on uploaded data.,,The maintained uploaded Bubble controls suite now covers collapsed aggregate size scaling directly.,2026-04-04
B019,Bubble Settings,Date axis formatting and chronological ordering,P2,Covered,feature-behavior,Behavior,uploaded node + link with collection dates,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-controls-uploaded.cy.ts,Assign a Bubble axis to a date field and enable the Date toggle.,The Bubble date toggle is enabled; axis labels render formatted dates; nonblank category order follows chronological order; representative uploaded nodes land in the expected date buckets.,,The maintained uploaded Bubble controls suite now covers the date-axis path on uploaded collection dates.,2026-04-04
B020,Styling,Fixed node color on Bubble,P2,Covered,feature-behavior,Behavior,uploaded node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-styling-uploaded.cy.ts,Set Color Nodes By to None and apply a fixed node color while Bubble is active.,node-color-variable is None; node-color updates in session widgets; all Bubble data nodes render the chosen fixed color in expanded mode and after collapse on uploaded data.,,The maintained uploaded Bubble suite now covers the fixed-color path directly.,2026-04-03
